,sale_count
2015-01-04,21
2015-01-11,19
2015-01-18,18
2015-01-25,26
2015-02-01,4
2015-02-08,6
2015-02-15,4
2015-02-22,14
2015-03-01,5
2015-03-08,7
2015-03-15,5
2015-03-22,3
2015-03-29,16
2015-04-05,13
2015-04-12,16
2015-04-19,16
2015-04-26,23
2015-05-03,6
2015-05-10,10
2015-05-17,7
2015-05-24,12
2015-05-31,25
2015-06-07,0
2015-06-14,0
2015-06-21,0
2015-06-28,0
2015-07-05,8
2015-07-12,7
2015-07-19,10
2015-07-26,25
2015-08-02,5
2015-08-09,2
2015-08-16,5
2015-08-23,3
2015-08-30,13
2015-09-06,13
2015-09-13,10
2015-09-20,8
2015-09-27,25
2015-10-04,8
2015-10-11,6
2015-10-18,6
2015-10-25,14
2015-11-01,8
2015-11-08,12
2015-11-15,12
2015-11-22,14
2015-11-29,24
2015-12-06,7
2015-12-13,12
2015-12-20,7
2015-12-27,24
2016-01-03,8
2016-01-10,12
2016-01-17,9
2016-01-24,13
2016-01-31,30
2016-02-07,4
2016-02-14,2
2016-02-21,5
2016-02-28,9
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,2
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,0
2016-05-08,0
2016-05-15,0
2016-05-22,0
2016-05-29,4
2016-06-05,1
2016-06-12,1
2016-06-19,1
2016-06-26,5
2016-07-03,4
2016-07-10,3
2016-07-17,4
2016-07-24,3
2016-07-31,19
2016-08-07,6
2016-08-14,4
2016-08-21,6
2016-08-28,8
2016-09-04,4
2016-09-11,3
2016-09-18,5
2016-09-25,10
2016-10-02,8
2016-10-09,5
2016-10-16,7
2016-10-23,4
2016-10-30,22
2016-11-06,6
2016-11-13,3
2016-11-20,5
2016-11-27,17
2016-12-04,4
2016-12-11,5
2016-12-18,5
2016-12-25,17
2017-01-01,0
2017-01-08,0
2017-01-15,0
2017-01-22,0
2017-01-29,5
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,1
2017-04-02,1
2017-04-09,1
2017-04-16,0
2017-04-23,0
2017-04-30,3
2017-05-07,2
2017-05-14,2
2017-05-21,1
2017-05-28,3
2017-06-04,6
2017-06-11,3
2017-06-18,4
2017-06-25,14
2017-07-02,2
2017-07-09,2
2017-07-16,3
2017-07-23,5
2017-07-30,13
2017-08-06,8
2017-08-13,4
2017-08-20,4
2017-08-27,20
2017-09-03,2
2017-09-10,2
2017-09-17,1
2017-09-24,7
2017-10-01,8
2017-10-08,7
2017-10-15,4
2017-10-22,4
2017-10-29,19
2017-11-05,6
2017-11-12,4
2017-11-19,8
2017-11-26,20
2017-12-03,1
2017-12-10,1
2017-12-17,2
2017-12-24,1
2017-12-31,7
2018-01-07,5
2018-01-14,4
2018-01-21,6
2018-01-28,11
2018-02-04,4
2018-02-11,5
2018-02-18,6
2018-02-25,9
